,x,y,cluster_pca,Car,Year
5506,-0.6533885067630951,1.1872630538865079,2,Pontiac Grand Prix,2007
5510,0.42838745570543935,0.3167517067573936,0,Pontiac Grand Prix,2008
5511,1.5000391198508047,0.6118703160359158,0,Suzuki Grand Vitara,2011
5512,-0.6574852577562242,1.2999000060426888,2,Suzuki Grand Vitara,2011
5513,1.5685291362583862,0.5818450424417798,0,Suzuki Grand Vitara,2011
5514,1.5088994157390108,0.6202698234061924,0,Suzuki Grand Vitara,2011
5515,0.31407935648656804,0.3982951110401966,0,Suzuki Grand Vitara,2011
5516,0.43620536384209163,0.32416303678999053,0,Suzuki Grand Vitara,2011
5517,0.3062614483499157,0.3908837810075997,0,Suzuki Grand Vitara,2012
5518,-0.16530954769940712,0.586089332490888,0,Suzuki Grand Vitara,2012
5519,-0.22785281279262573,0.5267986922301126,0,Suzuki Grand Vitara,2012
5520,0.710052087082294,0.4458650064521578,0,Suzuki Grand Vitara,2012
5521,0.42491452587899914,0.23339970203150395,0,Suzuki Grand Vitara,2012
5522,0.4561861584256085,0.2630450221618917,0,Suzuki Grand Vitara,2012
5523,-0.19658118024601642,0.5564440123605002,0,Suzuki Grand Vitara,2012
5524,0.711167274846933,0.5634428452967367,0,Suzuki Grand Vitara,2013
5525,-0.22934359440687074,0.6419060877304926,0,Suzuki Grand Vitara,2013
5526,-0.1954659924813773,0.6740218512050793,0,Suzuki Grand Vitara,2013
5527,0.4578225400660244,0.38111694967531046,0,Suzuki Grand Vitara,2013
5528,0.42394493814053097,0.3490011862007238,0,Suzuki Grand Vitara,2013
5530,0.3366032997943429,1.0251026641665748,0,Chrysler Grand Voyager,2000
5534,2.6237236116473297,0.9674618966193865,1,Plymouth Grand Voyager,1999
5535,1.1995030072073773,0.6808484945452034,0,Plymouth Grand Voyager,1999
